0;10000;-1;0.0005727
1;10000;-1;0.0006874
2;10000;-1;0.0010582
3;10000;-1;0.0009045
4;10000;-1;0.0006423
5;10000;-1;0.0006892
6;10000;-1;0.000785
7;10000;-1;0.0005624
8;10000;-1;0.0008343
9;10000;-1;0.0005569
10;10000;-1;0.0005592
11;10000;-1;0.000594
12;10000;-1;0.0011121
13;10000;-1;0.0007364
14;10000;-1;0.0009915
15;10000;-1;0.0007805
16;10000;-1;0.0009259
17;10000;-1;0.0010705
18;10000;-1;0.0005693
19;10000;-1;0.0006024
20;10000;-1;0.0006221
21;10000;-1;0.0005769
22;10000;-1;0.0006082
23;10000;-1;0.0006006
24;10000;-1;0.0005668
25;10000;-1;0.000584
26;10000;-1;0.0007527
27;10000;-1;0.0006077
28;10000;-1;0.0006574
29;10000;-1;0.0005594
30;10000;-1;0.0007283
31;10000;-1;0.0005595
32;10000;-1;0.0007195
33;10000;-1;0.000617
34;10000;-1;0.000568
35;10000;-1;0.0006034
36;10000;-1;0.0006376
37;10000;-1;0.0005749
38;10000;-1;0.0005647
39;10000;-1;0.0005637
40;10000;-1;0.0005634
41;10000;-1;0.0005582
42;10000;-1;0.0005871
43;10000;-1;0.0005614
44;10000;-1;0.0005636
45;10000;-1;0.0005924
46;10000;-1;0.0007414
47;10000;-1;0.0005674
48;10000;-1;0.0006281
49;10000;-1;0.0005936
50;10000;-1;0.0007209
51;10000;-1;0.0006086
52;10000;-1;0.0006323
53;10000;-1;0.0005835
54;10000;-1;0.0006173
55;10000;-1;0.0005862
56;10000;-1;0.0005696
57;10000;-1;0.0006496
58;10000;-1;0.0006404
59;10000;-1;0.0005626
60;10000;-1;0.0007932
61;10000;-1;0.000608
62;10000;-1;0.0005814
63;10000;-1;0.0005612
64;10000;-1;0.0005862
65;10000;-1;0.0006537
66;10000;-1;0.0005606
67;10000;-1;0.000561
68;10000;-1;0.0005758
69;10000;-1;0.0005546
70;10000;-1;0.0005978
71;10000;-1;0.0006649
72;10000;-1;0.0008325
73;10000;-1;0.0006159
74;10000;-1;0.0005539
75;10000;-1;0.0005689
76;10000;-1;0.0005827
77;10000;-1;0.0006089
78;10000;-1;0.0007064
79;10000;-1;0.0007547
80;10000;-1;0.0006592
81;10000;-1;0.0005656
82;10000;-1;0.00056
83;10000;-1;0.0006304
84;10000;-1;0.0005554
85;10000;-1;0.0005818
86;10000;-1;0.000671
87;10000;-1;0.0005939
88;10000;-1;0.0005744
89;10000;-1;0.0005652
90;10000;-1;0.0005616
91;10000;-1;0.0005646
92;10000;-1;0.0006096
93;10000;-1;0.0005662
94;10000;-1;0.0005563
95;10000;-1;0.0005642
96;10000;-1;0.0006369
97;10000;-1;0.0005909
98;10000;-1;0.000577
99;10000;-1;0.0012571
0;10000;1;0.0012161
1;10000;1;0.0013272
2;10000;1;0.0012281
3;10000;1;0.0013444
4;10000;1;0.0013693
5;10000;1;0.0012376
6;10000;1;0.0014823
7;10000;1;0.0012237
8;10000;1;0.0013743
9;10000;1;0.0013118
10;10000;1;0.0013192
11;10000;1;0.0012926
12;10000;1;0.0013064
13;10000;1;0.0013986
14;10000;1;0.001332
15;10000;1;0.0013746
16;10000;1;0.0013153
17;10000;1;0.001285
18;10000;1;0.0012664
19;10000;1;0.0011781
20;10000;1;0.0012924
21;10000;1;0.0012715
22;10000;1;0.001482
23;10000;1;0.0013355
24;10000;1;0.0012698
25;10000;1;0.0012094
26;10000;1;0.0013459
27;10000;1;0.0012197
28;10000;1;0.0014886
29;10000;1;0.0013701
30;10000;1;0.001323
31;10000;1;0.0012632
32;10000;1;0.0012766
33;10000;1;0.0012062
34;10000;1;0.0012553
35;10000;1;0.0012195
36;10000;1;0.0012756
37;10000;1;0.0013123
38;10000;1;0.0012665
39;10000;1;0.0013997
40;10000;1;0.0012756
41;10000;1;0.0012155
42;10000;1;0.0012446
43;10000;1;0.0013263
44;10000;1;0.0012504
45;10000;1;0.0012853
46;10000;1;0.0013639
47;10000;1;0.0012849
48;10000;1;0.0013972
49;10000;1;0.0014253
50;10000;1;0.0013235
51;10000;1;0.0012676
52;10000;1;0.0012787
53;10000;1;0.0012838
54;10000;1;0.0012447
55;10000;1;0.0013372
56;10000;1;0.0012501
57;10000;1;0.0012722
58;10000;1;0.0013232
59;10000;1;0.0013251
60;10000;1;0.0019871
61;10000;1;0.0011948
62;10000;1;0.0016849
63;10000;1;0.0031284
64;10000;1;0.0012904
65;10000;1;0.0012507
66;10000;1;0.0013149
67;10000;1;0.0013009
68;10000;1;0.0012582
69;10000;1;0.0016587
70;10000;1;0.0012096
71;10000;1;0.0012286
72;10000;1;0.0012395
73;10000;1;0.0012603
74;10000;1;0.0012289
75;10000;1;0.0012993
76;10000;1;0.0012276
