0;10000;-1;0.0014141
1;10000;-1;0.0010641
2;10000;-1;0.001076
3;10000;-1;0.0010669
4;10000;-1;0.001047
5;10000;-1;0.0011018
6;10000;-1;0.0011076
7;10000;-1;0.0010884
8;10000;-1;0.0010617
9;10000;-1;0.0011316
10;10000;-1;0.0011935
11;10000;-1;0.0011258
12;10000;-1;0.0011017
13;10000;-1;0.0010959
14;10000;-1;0.0010983
15;10000;-1;0.0010694
16;10000;-1;0.001432
17;10000;-1;0.0011137
18;10000;-1;0.0010617
19;10000;-1;0.0010578
20;10000;-1;0.0010533
21;10000;-1;0.0011085
22;10000;-1;0.0011033
23;10000;-1;0.0010524
24;10000;-1;0.0010639
25;10000;-1;0.0010614
26;10000;-1;0.0010908
27;10000;-1;0.0011278
28;10000;-1;0.0010472
29;10000;-1;0.0010707
30;10000;-1;0.0010462
31;10000;-1;0.001125
32;10000;-1;0.0013127
33;10000;-1;0.001096
34;10000;-1;0.0010491
35;10000;-1;0.0010481
36;10000;-1;0.0010684
37;10000;-1;0.0010539
38;10000;-1;0.0010492
39;10000;-1;0.0010435
40;10000;-1;0.0010636
41;10000;-1;0.0010471
42;10000;-1;0.0010841
43;10000;-1;0.001044
44;10000;-1;0.0010486
45;10000;-1;0.0010514
46;10000;-1;0.0010559
47;10000;-1;0.0010542
48;10000;-1;0.00105
49;10000;-1;0.0010505
50;10000;-1;0.0010622
51;10000;-1;0.0010503
52;10000;-1;0.0010609
53;10000;-1;0.0010508
54;10000;-1;0.0011388
55;10000;-1;0.0010598
56;10000;-1;0.0010565
57;10000;-1;0.0010547
58;10000;-1;0.0010869
59;10000;-1;0.001051
60;10000;-1;0.0011566
61;10000;-1;0.001284
62;10000;-1;0.0012372
63;10000;-1;0.0011024
64;10000;-1;0.0010596
65;10000;-1;0.0010918
66;10000;-1;0.001104
67;10000;-1;0.0011684
68;10000;-1;0.0013924
69;10000;-1;0.0012314
70;10000;-1;0.0011112
71;10000;-1;0.0011476
72;10000;-1;0.0013094
73;10000;-1;0.0010617
74;10000;-1;0.0011641
75;10000;-1;0.0011216
76;10000;-1;0.0010485
77;10000;-1;0.0011738
78;10000;-1;0.0010405
79;10000;-1;0.0011875
80;10000;-1;0.001043
81;10000;-1;0.0010717
82;10000;-1;0.0013943
83;10000;-1;0.0010764
84;10000;-1;0.0012532
85;10000;-1;0.0010567
86;10000;-1;0.0010776
87;10000;-1;0.0011543
88;10000;-1;0.0010736
89;10000;-1;0.0010919
90;10000;-1;0.0011342
91;10000;-1;0.0010585
92;10000;-1;0.0010782
93;10000;-1;0.0010515
94;10000;-1;0.0011103
95;10000;-1;0.0010522
96;10000;-1;0.0011618
97;10000;-1;0.0010922
98;10000;-1;0.0010621
99;10000;-1;0.001957
0;10000;1;0.0018245
1;10000;1;0.0018814
2;10000;1;0.0018211
3;10000;1;0.0018156
4;10000;1;0.002349
5;10000;1;0.0018088
6;10000;1;0.0019042
7;10000;1;0.0017196
8;10000;1;0.0017416
9;10000;1;0.0018615
10;10000;1;0.0018987
11;10000;1;0.0018204
12;10000;1;0.0017777
13;10000;1;0.0018324
14;10000;1;0.0017624
15;10000;1;0.001875
16;10000;1;0.0017512
17;10000;1;0.0018466
18;10000;1;0.0018286
19;10000;1;0.0018078
20;10000;1;0.0019582
21;10000;1;0.0017485
22;10000;1;0.0017823
23;10000;1;0.0017475
24;10000;1;0.0018453
25;10000;1;0.0017505
26;10000;1;0.0018492
27;10000;1;0.001786
28;10000;1;0.0018567
29;10000;1;0.002045
30;10000;1;0.0020958
31;10000;1;0.00182
32;10000;1;0.001762
33;10000;1;0.0019647
34;10000;1;0.001747
35;10000;1;0.0016864
36;10000;1;0.0017122
37;10000;1;0.0017462
38;10000;1;0.0018755
